mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__C,param_model__kernel,param_model__n_neighbors,param_model__weights,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model_name
0.0161160945892334,0.0008831526276504042,0.007890462875366211,0.0004839124993801933,SVC(C=np.float64(3.1087830981676965)),1.4949386065204184,linear,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(1.4949386065204184), 'model__kernel': 'linear'}",0.6111111111111112,0.7096774193548387,0.5970149253731343,0.5588235294117647,0.7246376811594203,0.6402529332820539,0.06525345030393764,57,SVC
0.009234428405761719,0.0007466528418450719,0.008582305908203126,0.00012134314930173073,"KNeighborsClassifier(n_neighbors=11, weights='distance')",,,5.0,distance,,,"{'model': KNeighborsClassifier(n_neighbors=11, weights='distance'), 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.5882352941176471,0.6486486486486487,0.5538461538461539,0.5833333333333334,0.6842105263157895,0.6116547912523145,0.047592639260952425,97,KNeighborsClassifier
0.015826845169067384,0.0014768643125427855,0.009325504302978516,0.00034541156910131995,SVC(C=np.float64(3.1087830981676965)),9.932308858067882,rbf,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(9.932308858067882), 'model__kernel': 'rbf'}",0.5833333333333334,0.684931506849315,0.6176470588235294,0.6666666666666666,0.6753246753246753,0.645580648199504,0.03881451023617741,18,SVC
0.01619110107421875,0.0019089030345436984,0.010363245010375976,0.000731365235155277,SVC(C=np.float64(3.1087830981676965)),8.699404067363206,rbf,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(8.699404067363206), 'model__kernel': 'rbf'}",0.5833333333333334,0.684931506849315,0.5970149253731343,0.6329113924050633,0.6666666666666666,0.6329715649255026,0.038966737174935075,79,SVC
0.009742927551269532,0.0009102538265784227,0.00728154182434082,0.0005741069284961884,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",4.514992519695429,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(4.514992519695429)}",0.6111111111111112,0.7096774193548387,0.6176470588235294,0.5753424657534246,0.704225352112676,0.6436006814311159,0.053721192658811555,26,LogisticRegression
0.45674548149108884,0.043533301212323065,0.03684215545654297,0.006578893159955512,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,6.0,188.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 6, 'model__n_estimators': 188}",0.6301369863013698,0.676923076923077,0.6470588235294118,0.6086956521739131,0.6756756756756757,0.6476980429206896,0.0263318679246078,13,RandomForestClassifier
0.00935664176940918,0.001691796374959224,0.009868860244750977,0.00122144833743404,"KNeighborsClassifier(n_neighbors=11, weights='distance')",,,4.0,distance,,,"{'model': KNeighborsClassifier(n_neighbors=11, weights='distance'), 'model__n_neighbors': 4, 'model__weights': 'distance'}",0.5507246376811594,0.6753246753246753,0.5757575757575758,0.6285714285714286,0.6923076923076923,0.6245372019285063,0.05480187656449881,90,KNeighborsClassifier
0.014860582351684571,0.007889554633668309,0.007110214233398438,0.0003709549638462924,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",0.16966252220214195,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(0.16966252220214195)}",0.6111111111111112,0.7301587301587301,0.6268656716417911,0.5714285714285714,0.704225352112676,0.6487578872905759,0.05929436537790437,10,LogisticRegression
0.49399423599243164,0.00901254420109205,0.04654779434204102,0.004182143382946612,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,6.0,191.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 6, 'model__n_estimators': 191}",0.6486486486486487,0.6666666666666666,0.6567164179104478,0.5797101449275363,0.72,0.6543483756306598,0.044879474307932196,3,RandomForestClassifier
0.03890557289123535,0.008637372901802554,0.009458541870117188,0.0012011192388263667,SVC(C=np.float64(3.1087830981676965)),6.932635188254582,linear,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(6.932635188254582), 'model__kernel': 'linear'}",0.6111111111111112,0.7096774193548387,0.5970149253731343,0.5588235294117647,0.7246376811594203,0.6402529332820539,0.06525345030393764,57,SVC
0.010097217559814454,0.0015058690523695598,0.008099222183227539,0.0013537879601691878,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",8.341949117361644,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(8.341949117361644)}",0.6111111111111112,0.7096774193548387,0.6176470588235294,0.5753424657534246,0.704225352112676,0.6436006814311159,0.053721192658811555,26,LogisticRegression
0.037351036071777345,0.007259242288913178,0.010179376602172852,0.002749959457725338,SVC(C=np.float64(3.1087830981676965)),9.193204020787821,linear,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(9.193204020787821), 'model__kernel': 'linear'}",0.6111111111111112,0.7096774193548387,0.5970149253731343,0.5588235294117647,0.7246376811594203,0.6402529332820539,0.06525345030393764,57,SVC
1.3655045986175538,0.17069181220766422,0.09386668205261231,0.019781134218790516,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,10.0,487.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 10, 'model__n_estimators': 487}",0.631578947368421,0.6865671641791045,0.6376811594202898,0.5555555555555556,0.7341772151898734,0.6491120083426488,0.059715760912860655,9,RandomForestClassifier
